name,species,height,weight,hp,attack,defence,sp_attack,sp_defence,speed,type1,type2,ability1,ability2,hidden_ability,pokedex,genus,capture_rate,color,shape,is_baby,is_legendary,is_mythical,generation,egg_group1,egg_group2,is_mega
gallade,gallade,16,520,68,125,65,65,115,80,psychic,fighting,steadfast,sharpness,justified,475,,45,white,,False,False,False,4,humanshape,indeterminate,False
gallade-mega,gallade,16,564,68,165,95,65,115,110,psychic,fighting,inner-focus,,,475,,45,white,,False,False,False,4,humanshape,indeterminate,True
probopass,probopass,14,3400,60,55,145,75,150,40,rock,steel,sturdy,magnet-pull,sand-force,476,,60,gray,,False,False,False,4,mineral,,False
dusknoir,dusknoir,22,1066,45,100,135,65,135,45,ghost,,pressure,frisk,,477,,45,black,,False,False,False,4,indeterminate,,False
froslass,froslass,13,266,70,80,70,80,70,110,ice,ghost,snow-cloak,cursed-body,,478,,75,white,,False,False,False,4,fairy,mineral,False
rotom,rotom,3,3,50,50,77,95,77,91,electric,ghost,levitate,,,479,,45,red,,False,False,False,4,indeterminate,,False
rotom-fan,rotom,3,3,50,65,107,105,107,86,electric,flying,levitate,,,479,,45,red,,False,False,False,4,indeterminate,,False
rotom-frost,rotom,3,3,50,65,107,105,107,86,electric,ice,levitate,,,479,,45,red,,False,False,False,4,indeterminate,,False
rotom-heat,rotom,3,3,50,65,107,105,107,86,electric,fire,levitate,,,479,,45,red,,False,False,False,4,indeterminate,,False
rotom-mow,rotom,3,3,50,65,107,105,107,86,electric,grass,levitate,,,479,,45,red,,False,False,False,4,indeterminate,,False
rotom-wash,rotom,3,3,50,65,107,105,107,86,electric,water,levitate,,,479,,45,red,,False,False,False,4,indeterminate,,False
uxie,uxie,3,3,75,75,130,75,130,95,psychic,,levitate,,,480,,3,yellow,,False,True,False,4,no-eggs,,False
mesprit,mesprit,3,3,80,105,105,105,105,80,psychic,,levitate,,,481,,3,pink,,False,True,False,4,no-eggs,,False
azelf,azelf,3,3,75,125,70,125,70,115,psychic,,levitate,,,482,,3,blue,,False,True,False,4,no-eggs,,False
dialga,dialga,54,6830,100,120,120,150,100,90,steel,dragon,pressure,telepathy,,483,,3,white,,False,True,False,4,no-eggs,,False
dialga-origin,dialga,70,8487,100,100,120,150,120,90,steel,dragon,pressure,telepathy,,483,,3,white,,False,True,False,4,no-eggs,,False
palkia,palkia,42,3360,90,120,100,150,120,100,water,dragon,pressure,telepathy,,484,,3,purple,,False,True,False,4,no-eggs,,False
palkia-origin,palkia,63,6590,90,100,100,150,120,120,water,dragon,pressure,telepathy,,484,,3,purple,,False,True,False,4,no-eggs,,False
heatran,heatran,17,4300,91,90,106,130,106,77,fire,steel,flash-fire,flame-body,,485,,3,brown,,False,True,False,4,no-eggs,,False
regigigas,regigigas,37,4200,110,160,110,80,110,100,normal,,slow-start,,,486,,3,white,,False,True,False,4,no-eggs,,False
giratina-altered,giratina,45,7500,150,100,120,100,120,90,ghost,dragon,pressure,telepathy,,487,,3,black,,False,True,False,4,no-eggs,,False
giratina-origin,giratina,69,6500,150,120,100,120,100,90,ghost,dragon,levitate,,,487,,3,black,,False,True,False,4,no-eggs,,False
cresselia,cresselia,15,856,120,70,110,75,120,85,psychic,,levitate,,,488,,3,yellow,,False,True,False,4,no-eggs,,False
phione,phione,4,31,80,80,80,80,80,80,water,,hydration,,,489,,30,blue,,False,False,True,4,water1,fairy,False
manaphy,manaphy,3,14,100,100,100,100,100,100,water,,hydration,,,490,,3,blue,,False,False,True,4,water1,fairy,False
darkrai,darkrai,15,505,70,90,90,135,90,125,dark,,bad-dreams,,,491,,3,black,,False,False,True,4,no-eggs,,False
shaymin-land,shaymin,2,21,100,100,100,100,100,100,grass,,natural-cure,,,492,,45,green,,False,False,True,4,no-eggs,,False
shaymin-sky,shaymin,4,52,100,103,75,120,75,127,grass,flying,serene-grace,,,492,,45,green,,False,False,True,4,no-eggs,,False
arceus,arceus,32,3200,120,120,120,120,120,120,normal,,multitype,,,493,,3,white,,False,False,True,4,no-eggs,,False
victini,victini,4,40,100,100,100,100,100,100,psychic,fire,victory-star,,,494,,3,yellow,,False,False,True,5,no-eggs,,False
snivy,snivy,6,81,45,45,55,45,55,63,grass,,overgrow,contrary,,495,,45,green,,False,False,False,5,ground,plant,False
servine,servine,8,160,60,60,75,60,75,83,grass,,overgrow,contrary,,496,,45,green,,False,False,False,5,ground,plant,False
serperior,serperior,33,630,75,75,95,75,95,113,grass,,overgrow,contrary,,497,,45,green,,False,False,False,5,ground,plant,False
tepig,tepig,5,99,65,63,45,45,45,45,fire,,blaze,thick-fat,,498,,45,red,,False,False,False,5,ground,,False
pignite,pignite,10,555,90,93,55,70,55,55,fire,fighting,blaze,thick-fat,,499,,45,red,,False,False,False,5,ground,,False
emboar,emboar,16,1500,110,123,65,100,65,65,fire,fighting,blaze,reckless,,500,,45,red,,False,False,False,5,ground,,False
oshawott,oshawott,5,59,55,55,45,63,45,45,water,,torrent,shell-armor,,501,,45,blue,,False,False,False,5,ground,,False
dewott,dewott,8,245,75,75,60,83,60,60,water,,torrent,shell-armor,,502,,45,blue,,False,False,False,5,ground,,False
samurott,samurott,15,946,95,100,85,108,70,70,water,,torrent,shell-armor,,503,,45,blue,,False,False,False,5,ground,,False
samurott-hisui,samurott,15,582,90,108,80,100,65,85,water,dark,torrent,sharpness,,503,,45,blue,,False,False,False,5,ground,,False
patrat,patrat,5,116,45,55,39,35,39,42,normal,,run-away,keen-eye,analytic,504,,255,brown,,False,False,False,5,ground,,False
watchog,watchog,11,270,60,85,69,60,69,77,normal,,illuminate,keen-eye,analytic,505,,255,brown,,False,False,False,5,ground,,False
lillipup,lillipup,4,41,45,60,45,25,45,55,normal,,vital-spirit,pickup,run-away,506,,255,brown,,False,False,False,5,ground,,False
herdier,herdier,9,147,65,80,65,35,65,60,normal,,intimidate,sand-rush,scrappy,507,,120,gray,,False,False,False,5,ground,,False
stoutland,stoutland,12,610,85,110,90,45,90,80,normal,,intimidate,sand-rush,scrappy,508,,45,gray,,False,False,False,5,ground,,False
purrloin,purrloin,4,101,41,50,37,50,37,66,dark,,limber,unburden,prankster,509,,255,purple,,False,False,False,5,ground,,False
liepard,liepard,11,375,64,88,50,88,50,106,dark,,limber,unburden,prankster,510,,90,purple,,False,False,False,5,ground,,False
pansage,pansage,6,105,50,53,48,53,48,64,grass,,gluttony,overgrow,,511,,190,green,,False,False,False,5,ground,,False
simisage,simisage,11,305,75,98,63,98,63,101,grass,,gluttony,overgrow,,512,,75,green,,False,False,False,5,ground,,False
pansear,pansear,6,110,50,53,48,53,48,64,fire,,gluttony,blaze,,513,,190,red,,False,False,False,5,ground,,False
simisear,simisear,10,280,75,98,63,98,63,101,fire,,gluttony,blaze,,514,,75,red,,False,False,False,5,ground,,False
panpour,panpour,6,135,50,53,48,53,48,64,water,,gluttony,torrent,,515,,190,blue,,False,False,False,5,ground,,False
simipour,simipour,10,290,75,98,63,98,63,101,water,,gluttony,torrent,,516,,75,blue,,False,False,False,5,ground,,False
munna,munna,6,233,76,25,45,67,55,24,psychic,,forewarn,synchronize,telepathy,517,,190,pink,,False,False,False,5,ground,,False
musharna,musharna,11,605,116,55,85,107,95,29,psychic,,forewarn,synchronize,telepathy,518,,75,pink,,False,False,False,5,ground,,False
pidove,pidove,3,21,50,55,50,36,30,43,normal,flying,big-pecks,super-luck,rivalry,519,,255,gray,,False,False,False,5,flying,,False
tranquill,tranquill,6,150,62,77,62,50,42,65,normal,flying,big-pecks,super-luck,rivalry,520,,120,gray,,False,False,False,5,flying,,False
unfezant,unfezant,12,290,80,115,80,65,55,93,normal,flying,big-pecks,super-luck,rivalry,521,,45,gray,,False,False,False,5,flying,,False
blitzle,blitzle,8,298,45,60,32,50,32,76,electric,,lightning-rod,motor-drive,sap-sipper,522,,190,black,,False,False,False,5,ground,,False
zebstrika,zebstrika,16,795,75,100,63,80,63,116,electric,,lightning-rod,motor-drive,sap-sipper,523,,75,black,,False,False,False,5,ground,,False
roggenrola,roggenrola,4,180,55,75,85,25,25,15,rock,,sturdy,weak-armor,sand-force,524,,255,blue,,False,False,False,5,mineral,,False
boldore,boldore,9,1020,70,105,105,50,40,20,rock,,sturdy,weak-armor,sand-force,525,,120,blue,,False,False,False,5,mineral,,False
gigalith,gigalith,17,2600,85,135,130,60,80,25,rock,,sturdy,sand-stream,sand-force,526,,45,blue,,False,False,False,5,mineral,,False
woobat,woobat,4,21,65,45,43,55,43,72,psychic,flying,unaware,klutz,simple,527,,190,blue,,False,False,False,5,ground,flying,False
swoobat,swoobat,9,105,67,57,55,77,55,114,psychic,flying,unaware,klutz,simple,528,,45,blue,,False,False,False,5,ground,flying,False
drilbur,drilbur,3,85,60,85,40,30,45,68,ground,,sand-rush,sand-force,mold-breaker,529,,120,gray,,False,False,False,5,ground,,False
excadrill,excadrill,7,404,110,135,60,50,65,88,ground,steel,sand-rush,sand-force,mold-breaker,530,,60,gray,,False,False,False,5,ground,,False
audino,audino,11,310,103,60,86,60,86,50,normal,,healer,regenerator,klutz,531,,255,pink,,False,False,False,5,fairy,,False
audino-mega,audino,15,320,103,60,126,80,126,50,normal,fairy,healer,,,531,,255,pink,,False,False,False,5,fairy,,True
timburr,timburr,6,125,75,80,55,25,35,35,fighting,,guts,sheer-force,iron-fist,532,,180,gray,,False,False,False,5,humanshape,,False
gurdurr,gurdurr,12,400,85,105,85,40,50,40,fighting,,guts,sheer-force,iron-fist,533,,90,gray,,False,False,False,5,humanshape,,False
conkeldurr,conkeldurr,14,870,105,140,95,55,65,45,fighting,,guts,sheer-force,iron-fist,534,,45,brown,,False,False,False,5,humanshape,,False
tympole,tympole,5,45,50,50,40,50,40,64,water,,swift-swim,hydration,water-absorb,535,,255,blue,,False,False,False,5,water1,,False
palpitoad,palpitoad,8,170,75,65,55,65,55,69,water,ground,swift-swim,hydration,water-absorb,536,,120,blue,,False,False,False,5,water1,,False
seismitoad,seismitoad,15,620,105,95,75,85,75,74,water,ground,swift-swim,poison-touch,water-absorb,537,,45,blue,,False,False,False,5,water1,,False
throh,throh,13,555,120,100,85,30,85,45,fighting,,guts,inner-focus,mold-breaker,538,,45,red,,False,False,False,5,humanshape,,False
sawk,sawk,14,510,75,125,75,30,75,85,fighting,,sturdy,inner-focus,mold-breaker,539,,45,blue,,False,False,False,5,humanshape,,False
sewaddle,sewaddle,3,25,45,53,70,40,60,42,bug,grass,swarm,chlorophyll,overcoat,540,,255,yellow,,False,False,False,5,bug,,False
swadloon,swadloon,5,73,55,63,90,50,80,42,bug,grass,leaf-guard,chlorophyll,overcoat,541,,120,green,,False,False,False,5,bug,,False
leavanny,leavanny,12,205,75,103,80,70,80,92,bug,grass,swarm,chlorophyll,overcoat,542,,45,yellow,,False,False,False,5,bug,,False
venipede,venipede,4,53,30,45,59,30,39,57,bug,poison,poison-point,swarm,speed-boost,543,,255,red,,False,False,False,5,bug,,False
whirlipede,whirlipede,12,585,40,55,99,40,79,47,bug,poison,poison-point,swarm,speed-boost,544,,120,gray,,False,False,False,5,bug,,False
scolipede,scolipede,25,2005,60,100,89,55,69,112,bug,poison,poison-point,swarm,speed-boost,545,,45,red,,False,False,False,5,bug,,False
cottonee,cottonee,3,6,40,27,60,37,50,66,grass,fairy,prankster,infiltrator,chlorophyll,546,,190,green,,False,False,False,5,plant,fairy,False
whimsicott,whimsicott,7,66,60,67,85,77,75,116,grass,fairy,prankster,infiltrator,chlorophyll,547,,75,green,,False,False,False,5,plant,fairy,False
petilil,petilil,5,66,45,35,50,70,50,30,grass,,chlorophyll,own-tempo,leaf-guard,548,,190,green,,False,False,False,5,plant,,False
lilligant,lilligant,11,163,70,60,75,110,75,90,grass,,chlorophyll,own-tempo,leaf-guard,549,,75,green,,False,False,False,5,plant,,False
lilligant-hisui,lilligant,12,192,70,105,75,50,75,105,grass,fighting,chlorophyll,hustle,leaf-guard,549,,75,green,,False,False,False,5,plant,,False
basculin-blue-striped,basculin,10,180,70,92,65,80,55,98,water,,rock-head,adaptability,mold-breaker,550,,25,green,,False,False,False,5,water2,,False
basculin-red-striped,basculin,10,180,70,92,65,80,55,98,water,,reckless,adaptability,mold-breaker,550,,25,green,,False,False,False,5,water2,,False
basculin-white-striped,basculin,10,180,70,92,65,80,55,98,water,,rattled,adaptability,mold-breaker,550,,25,green,,False,False,False,5,water2,,False
sandile,sandile,7,152,50,72,35,35,35,65,ground,dark,intimidate,moxie,anger-point,551,,180,brown,,False,False,False,5,ground,,False
krokorok,krokorok,10,334,60,82,45,45,45,74,ground,dark,intimidate,moxie,anger-point,552,,90,brown,,False,False,False,5,ground,,False
krookodile,krookodile,15,963,95,117,80,65,70,92,ground,dark,intimidate,moxie,anger-point,553,,45,red,,False,False,False,5,ground,,False
darumaka,darumaka,6,375,70,90,45,15,45,50,fire,,hustle,inner-focus,,554,,120,red,,False,False,False,5,ground,,False
darumaka-galar,darumaka,7,400,70,90,45,15,45,50,ice,,hustle,inner-focus,,554,,120,red,,False,False,False,5,ground,,False
darmanitan-galar-standard,darmanitan,17,1200,105,140,55,30,55,95,ice,,gorilla-tactics,zen-mode,,555,,60,red,,False,False,False,5,ground,,False
darmanitan-galar-zen,darmanitan,17,1200,105,160,55,30,55,135,ice,fire,gorilla-tactics,zen-mode,,555,,60,red,,False,False,False,5,ground,,False
darmanitan-standard,darmanitan,13,929,105,140,55,30,55,95,fire,,sheer-force,zen-mode,,555,,60,red,,False,False,False,5,ground,,False
darmanitan-zen,darmanitan,13,929,105,30,105,140,105,55,fire,psychic,sheer-force,zen-mode,,555,,60,red,,False,False,False,5,ground,,False
maractus,maractus,10,280,75,86,67,106,67,60,grass,,water-absorb,chlorophyll,storm-drain,556,,255,green,,False,False,False,5,plant,,False
dwebble,dwebble,3,145,50,65,85,35,35,55,bug,rock,sturdy,shell-armor,weak-armor,557,,190,red,,False,False,False,5,bug,mineral,False
crustle,crustle,14,2000,70,105,125,65,75,45,bug,rock,sturdy,shell-armor,weak-armor,558,,75,red,,False,False,False,5,bug,mineral,False
scraggy,scraggy,6,118,50,75,70,35,70,48,dark,fighting,shed-skin,moxie,intimidate,559,,180,yellow,,False,False,False,5,ground,dragon,False
scrafty,scrafty,11,300,65,90,115,45,115,58,dark,fighting,shed-skin,moxie,intimidate,560,,90,red,,False,False,False,5,ground,dragon,False
sigilyph,sigilyph,14,140,72,58,80,103,80,97,psychic,flying,wonder-skin,magic-guard,tinted-lens,561,,45,black,,False,False,False,5,flying,,False
yamask,yamask,5,15,38,30,85,55,65,30,ghost,,mummy,,,562,,190,black,,False,False,False,5,mineral,indeterminate,False
yamask-galar,yamask,5,15,38,55,85,30,65,30,ground,ghost,wandering-spirit,,,562,,190,black,,False,False,False,5,mineral,indeterminate,False
cofagrigus,cofagrigus,17,765,58,50,145,95,105,30,ghost,,mummy,,,563,,90,yellow,,False,False,False,5,mineral,indeterminate,False
tirtouga,tirtouga,7,165,54,78,103,53,45,22,water,rock,solid-rock,sturdy,swift-swim,564,,45,blue,,False,False,False,5,water1,water3,False
carracosta,carracosta,12,810,74,108,133,83,65,32,water,rock,solid-rock,sturdy,swift-swim,565,,45,blue,,False,False,False,5,water1,water3,False
archen,archen,5,95,55,112,45,74,45,70,rock,flying,defeatist,,,566,,45,yellow,,False,False,False,5,flying,water3,False
archeops,archeops,14,320,75,140,65,112,65,110,rock,flying,defeatist,,,567,,45,yellow,,False,False,False,5,flying,water3,False
trubbish,trubbish,6,310,50,50,62,40,62,65,poison,,stench,sticky-hold,aftermath,568,,190,green,,False,False,False,5,mineral,,False
garbodor,garbodor,19,1073,80,95,82,60,82,75,poison,,stench,weak-armor,aftermath,569,,60,green,,False,False,False,5,mineral,,False
garbodor-gmax,garbodor,210,10000,80,95,82,60,82,75,poison,,stench,weak-armor,aftermath,569,,60,green,,False,False,False,5,mineral,,False
zorua,zorua,7,125,40,65,40,80,40,65,dark,,illusion,,,570,,75,gray,,False,False,False,5,ground,,False
zorua-hisui,zorua,7,125,35,60,40,85,40,70,normal,ghost,illusion,,,570,,75,gray,,False,False,False,5,ground,,False
zoroark,zoroark,16,811,60,105,60,120,60,105,dark,,illusion,,,571,,45,gray,,False,False,False,5,ground,,False
zoroark-hisui,zoroark,16,730,55,100,60,125,60,110,normal,ghost,illusion,,,571,,45,gray,,False,False,False,5,ground,,False
minccino,minccino,4,58,55,50,40,40,40,75,normal,,cute-charm,technician,skill-link,572,,255,gray,,False,False,False,5,ground,,False
cinccino,cinccino,5,75,75,95,60,65,60,115,normal,,cute-charm,technician,skill-link,573,,60,gray,,False,False,False,5,ground,,False
gothita,gothita,4,58,45,30,50,55,65,45,psychic,,frisk,competitive,shadow-tag,574,,200,purple,,False,False,False,5,humanshape,,False
gothorita,gothorita,7,180,60,45,70,75,85,55,psychic,,frisk,competitive,shadow-tag,575,,100,purple,,False,False,False,5,humanshape,,False
gothitelle,gothitelle,15,440,70,55,95,95,110,65,psychic,,frisk,competitive,shadow-tag,576,,50,purple,,False,False,False,5,humanshape,,False
solosis,solosis,3,10,45,30,40,105,50,20,psychic,,overcoat,magic-guard,regenerator,577,,200,green,,False,False,False,5,indeterminate,,False
duosion,duosion,6,80,65,40,50,125,60,30,psychic,,overcoat,magic-guard,regenerator,578,,100,green,,False,False,False,5,indeterminate,,False
reuniclus,reuniclus,10,201,110,65,75,125,85,30,psychic,,overcoat,magic-guard,regenerator,579,,50,green,,False,False,False,5,indeterminate,,False
ducklett,ducklett,5,55,62,44,50,44,50,55,water,flying,keen-eye,big-pecks,hydration,580,,190,blue,,False,False,False,5,water1,flying,False
swanna,swanna,13,242,75,87,63,87,63,98,water,flying,keen-eye,big-pecks,hydration,581,,45,white,,False,False,False,5,water1,flying,False
vanillite,vanillite,4,57,36,50,50,65,60,44,ice,,ice-body,snow-cloak,weak-armor,582,,255,white,,False,False,False,5,mineral,,False
vanillish,vanillish,11,410,51,65,65,80,75,59,ice,,ice-body,snow-cloak,weak-armor,583,,120,white,,False,False,False,5,mineral,,False
vanilluxe,vanilluxe,13,575,71,95,85,110,95,79,ice,,ice-body,snow-warning,weak-armor,584,,45,white,,False,False,False,5,mineral,,False
deerling,deerling,6,195,60,60,50,40,50,75,normal,grass,chlorophyll,sap-sipper,serene-grace,585,,190,pink,,False,False,False,5,ground,,False
sawsbuck,sawsbuck,19,925,80,100,70,60,70,95,normal,grass,chlorophyll,sap-sipper,serene-grace,586,,75,brown,,False,False,False,5,ground,,False
emolga,emolga,4,50,55,75,60,75,60,103,electric,flying,static,motor-drive,,587,,200,white,,False,False,False,5,ground,,False
karrablast,karrablast,5,59,50,75,45,40,45,60,bug,,swarm,shed-skin,no-guard,588,,200,blue,,False,False,False,5,bug,,False
escavalier,escavalier,10,330,70,135,105,60,105,20,bug,steel,swarm,shell-armor,overcoat,589,,75,gray,,False,False,False,5,bug,,False
foongus,foongus,2,10,69,55,45,55,55,15,grass,poison,effect-spore,regenerator,,590,,190,white,,False,False,False,5,plant,,False
amoonguss,amoonguss,6,105,114,85,70,85,80,30,grass,poison,effect-spore,regenerator,,591,,75,white,,False,False,False,5,plant,,False
frillish,frillish,12,330,55,40,50,65,85,40,water,ghost,water-absorb,cursed-body,damp,592,,190,white,,False,False,False,5,indeterminate,,False
jellicent,jellicent,22,1350,100,60,70,85,105,60,water,ghost,water-absorb,cursed-body,damp,593,,60,white,,False,False,False,5,indeterminate,,False
alomomola,alomomola,12,316,165,75,80,40,45,65,water,,healer,hydration,regenerator,594,,75,pink,,False,False,False,5,water1,water2,False
joltik,joltik,1,6,50,47,50,57,50,65,bug,electric,compound-eyes,unnerve,swarm,595,,190,yellow,,False,False,False,5,bug,,False
galvantula,galvantula,8,143,70,77,60,97,60,108,bug,electric,compound-eyes,unnerve,swarm,596,,75,yellow,,False,False,False,5,bug,,False
ferroseed,ferroseed,6,188,44,50,91,24,86,10,grass,steel,iron-barbs,,,597,,255,gray,,False,False,False,5,plant,mineral,False
ferrothorn,ferrothorn,10,1100,74,94,131,54,116,20,grass,steel,iron-barbs,anticipation,,598,,90,gray,,False,False,False,5,plant,mineral,False
klink,klink,3,210,40,55,70,45,60,30,steel,,plus,minus,clear-body,599,,130,gray,,False,False,False,5,mineral,,False
klang,klang,6,510,60,80,95,70,85,50,steel,,plus,minus,clear-body,600,,60,gray,,False,False,False,5,mineral,,False
klinklang,klinklang,6,810,60,100,115,70,85,90,steel,,plus,minus,clear-body,601,,30,gray,,False,False,False,5,mineral,,False
tynamo,tynamo,2,3,35,55,40,45,40,60,electric,,levitate,,,602,,190,white,,False,False,False,5,indeterminate,,False
eelektrik,eelektrik,12,220,65,85,70,75,70,40,electric,,levitate,,,603,,60,blue,,False,False,False,5,indeterminate,,False
eelektross,eelektross,21,805,85,115,80,105,80,50,electric,,levitate,,,604,,30,blue,,False,False,False,5,indeterminate,,False
elgyem,elgyem,5,90,55,55,55,85,55,30,psychic,,telepathy,synchronize,analytic,605,,255,blue,,False,False,False,5,humanshape,,False
beheeyem,beheeyem,10,345,75,75,75,125,95,40,psychic,,telepathy,synchronize,analytic,606,,90,brown,,False,False,False,5,humanshape,,False
litwick,litwick,3,31,50,30,55,65,55,20,ghost,fire,flash-fire,flame-body,infiltrator,607,,190,white,,False,False,False,5,indeterminate,,False
lampent,lampent,6,130,60,40,60,95,60,55,ghost,fire,flash-fire,flame-body,infiltrator,608,,90,black,,False,False,False,5,indeterminate,,False
chandelure,chandelure,10,343,60,55,90,145,90,80,ghost,fire,flash-fire,flame-body,infiltrator,609,,45,black,,False,False,False,5,indeterminate,,False
axew,axew,6,180,46,87,60,30,40,57,dragon,,rivalry,mold-breaker,unnerve,610,,75,green,,False,False,False,5,monster,dragon,False
fraxure,fraxure,10,360,66,117,70,40,50,67,dragon,,rivalry,mold-breaker,unnerve,611,,60,green,,False,False,False,5,monster,dragon,False
haxorus,haxorus,18,1055,76,147,90,60,70,97,dragon,,rivalry,mold-breaker,unnerve,612,,45,yellow,,False,False,False,5,monster,dragon,False
cubchoo,cubchoo,5,85,55,70,40,60,40,40,ice,,snow-cloak,slush-rush,rattled,613,,120,white,,False,False,False,5,ground,,False
beartic,beartic,26,2600,95,130,80,70,80,50,ice,,snow-cloak,slush-rush,swift-swim,614,,60,white,,False,False,False,5,ground,,False
cryogonal,cryogonal,11,1480,80,50,50,95,135,105,ice,,levitate,,,615,,25,blue,,False,False,False,5,mineral,,False
shelmet,shelmet,4,77,50,40,85,40,65,25,bug,,hydration,shell-armor,overcoat,616,,200,red,,False,False,False,5,bug,,False
accelgor,accelgor,8,253,80,70,40,100,60,145,bug,,hydration,sticky-hold,unburden,617,,75,red,,False,False,False,5,bug,,False
stunfisk,stunfisk,7,110,109,66,84,81,99,32,ground,electric,static,limber,sand-veil,618,,75,brown,,False,False,False,5,water1,indeterminate,False
stunfisk-galar,stunfisk,7,205,109,81,99,66,84,32,ground,steel,mimicry,,,618,,75,brown,,False,False,False,5,water1,indeterminate,False
mienfoo,mienfoo,9,200,45,85,50,55,50,65,fighting,,inner-focus,regenerator,reckless,619,,180,yellow,,False,False,False,5,ground,humanshape,False
mienshao,mienshao,14,355,65,125,60,95,60,105,fighting,,inner-focus,regenerator,reckless,620,,45,purple,,False,False,False,5,ground,humanshape,False
druddigon,druddigon,16,1390,77,120,90,60,90,48,dragon,,rough-skin,sheer-force,mold-breaker,621,,45,red,,False,False,False,5,dragon,monster,False
golett,golett,10,920,59,74,50,35,50,35,ground,ghost,iron-fist,klutz,no-guard,622,,190,green,,False,False,False,5,mineral,,False
golurk,golurk,28,3300,89,124,80,55,80,55,ground,ghost,iron-fist,klutz,no-guard,623,,90,green,,False,False,False,5,mineral,,False
pawniard,pawniard,5,102,45,85,70,40,40,60,dark,steel,defiant,inner-focus,pressure,624,,120,red,,False,False,False,5,humanshape,,False
bisharp,bisharp,16,700,65,125,100,60,70,70,dark,steel,defiant,inner-focus,pressure,625,,45,red,,False,False,False,5,humanshape,,False
bouffalant,bouffalant,16,946,95,110,95,40,95,55,normal,,reckless,sap-sipper,soundproof,626,,45,brown,,False,False,False,5,ground,,False
rufflet,rufflet,5,105,70,83,50,37,50,60,normal,flying,keen-eye,sheer-force,hustle,627,,190,white,,False,False,False,5,flying,,False
braviary,braviary,15,410,100,123,75,57,75,80,normal,flying,keen-eye,sheer-force,defiant,628,,60,red,,False,False,False,5,flying,,False
braviary-hisui,braviary,17,434,110,83,70,112,70,65,psychic,flying,keen-eye,sheer-force,tinted-lens,628,,60,red,,False,False,False,5,flying,,False
vullaby,vullaby,5,90,70,55,75,45,65,60,dark,flying,big-pecks,overcoat,weak-armor,629,,190,brown,,False,False,False,5,flying,,False
mandibuzz,mandibuzz,12,395,110,65,105,55,95,80,dark,flying,big-pecks,overcoat,weak-armor,630,,60,brown,,False,False,False,5,flying,,False
heatmor,heatmor,14,580,85,97,66,105,66,65,fire,,gluttony,flash-fire,white-smoke,631,,90,red,,False,False,False,5,ground,,False
durant,durant,3,330,58,109,112,48,48,109,bug,steel,swarm,hustle,truant,632,,90,gray,,False,False,False,5,bug,,False
deino,deino,8,173,52,65,50,45,50,38,dark,dragon,hustle,,,633,,45,blue,,False,False,False,5,dragon,,False
zweilous,zweilous,14,500,72,85,70,65,70,58,dark,dragon,hustle,,,634,,45,blue,,False,False,False,5,dragon,,False
hydreigon,hydreigon,18,1600,92,105,90,125,90,98,dark,dragon,levitate,,,635,,45,blue,,False,False,False,5,dragon,,False
larvesta,larvesta,11,288,55,85,55,50,55,60,bug,fire,flame-body,swarm,,636,,45,white,,False,False,False,5,bug,,False
volcarona,volcarona,16,460,85,60,65,135,105,100,bug,fire,flame-body,swarm,,637,,15,white,,False,False,False,5,bug,,False
cobalion,cobalion,21,2500,91,90,129,90,72,108,steel,fighting,justified,,,638,,3,blue,,False,True,False,5,no-eggs,,False
terrakion,terrakion,19,2600,91,129,90,72,90,108,rock,fighting,justified,,,639,,3,gray,,False,True,False,5,no-eggs,,False
virizion,virizion,20,2000,91,90,72,90,129,108,grass,fighting,justified,,,640,,3,green,,False,True,False,5,no-eggs,,False
tornadus-incarnate,tornadus,15,630,79,115,70,125,80,111,flying,,prankster,defiant,,641,,3,green,,False,True,False,5,no-eggs,,False
tornadus-therian,tornadus,14,630,79,100,80,110,90,121,flying,,regenerator,,,641,,3,green,,False,True,False,5,no-eggs,,False
thundurus-incarnate,thundurus,15,610,79,115,70,125,80,111,electric,flying,prankster,defiant,,642,,3,blue,,False,True,False,5,no-eggs,,False
thundurus-therian,thundurus,30,610,79,105,70,145,80,101,electric,flying,volt-absorb,,,642,,3,blue,,False,True,False,5,no-eggs,,False
reshiram,reshiram,32,3300,100,120,100,150,120,90,dragon,fire,turboblaze,,,643,,3,white,,False,True,False,5,no-eggs,,False
zekrom,zekrom,29,3450,100,150,120,120,100,90,dragon,electric,teravolt,,,644,,3,black,,False,True,False,5,no-eggs,,False
landorus-incarnate,landorus,15,680,89,125,90,115,80,101,ground,flying,sand-force,sheer-force,,645,,3,brown,,False,True,False,5,no-eggs,,False
landorus-therian,landorus,13,680,89,145,90,105,80,91,ground,flying,intimidate,,,645,,3,brown,,False,True,False,5,no-eggs,,False
kyurem,kyurem,30,3250,125,130,90,130,90,95,dragon,ice,pressure,,,646,,3,gray,,False,True,False,5,no-eggs,,False
kyurem-black,kyurem,33,3250,125,170,100,120,90,95,dragon,ice,teravolt,,,646,,3,gray,,False,True,False,5,no-eggs,,False
kyurem-white,kyurem,36,3250,125,120,90,170,100,95,dragon,ice,turboblaze,,,646,,3,gray,,False,True,False,5,no-eggs,,False
keldeo-ordinary,keldeo,14,485,91,72,90,129,90,108,water,fighting,justified,,,647,,3,yellow,,False,False,True,5,no-eggs,,False
